id,name,city,state,lon,lat
345,"Old San Antonio Hospital","MONTCLAIR","CA",-0117.662552,+0034.099182
346,"Pacific Coast Hospital","SAN FRANCISCO","CA",-0122.437195,+0037.781868
347,"Palm Drive Hospital","GRATON","CA",-0122.819717,+0038.397694
348,"Panorama Community Hospital","SAN FERNANDO","CA",-0118.457024,+0034.220284
349,"Permanente Foundation Hospital","VALLEJO","CA",-0122.248306,+0038.126308
350,"Placerville Sanatorium (historical)","DIAMOND SPRINGS","CA",-0120.803543,+0038.729076
351,"Presbyterian Intercommunity Hospital","MONTEBELLO","CA",-0118.048683,+0033.969181
352,"Ralph K Davies Medical Center","SAN FRANCISCO","CA",-0122.434410,+0037.768539
353,"Rideout Memorial Hospital","LINDA","CA",-0121.594406,+0039.138222
354,"Riverview Hospital","FOUNTAIN VALLEY","CA",-0117.902000,+0033.762234
355,"Sacramento Medical Center","RALEY FIELD","CA",-0121.458565,+0038.556293
356,"Saint Catherine Hospital on Half Moon Bay","EL GRANADA","CA",-0122.507484,+0037.527439
357,"Saint Francis Medical Center","COMPTON","CA",-0118.203407,+0033.930016
358,"Saint Josephs Hospital","SAN FRANCISCO","CA",-0122.439972,+0037.767433
359,"Saint Louise Health Center","MORGAN HILL","CA",-0121.648270,+0037.152725
360,"Saint Rose Hospital","ASHLAND","CA",-0122.089134,+0037.632153
361,"San Bernardino County Medical Center","HIGHLAND","CA",-0117.269211,+0034.128620
362,"San Francisco Surgicenter","SAN FRANCISCO","CA",-0122.439972,+0037.784927
363,"San Joaquin County Health Center","AUGUST","CA",-0121.268837,+0037.950485
364,"San Rafael General Hospital","CORTE MADERA","CA",-0122.524971,+0037.974365
365,"Santa Clara Valley Medical Center","CAMBRIAN PARK","CA",-0121.933289,+0037.314663
366,"Santa Rita Rehabilitation Center Annex","DUBLIN","CA",-0121.848007,+0037.696873
367,"Scott Valley Rural Health Center","ETNA","CA",-0122.895584,+0041.456802
368,"Seneca District Hospital","BALD EAGLE MOUNTAI","CA",-0121.234688,+0040.305714
369,"Shriners Hospital","DOWNTOWN LOS ANGELES","CA",-0118.285912,+0034.066952
370,"Sierra Meadows Emergi-Care","OAKHURST","CA",-0119.660156,+0037.335773
371,"Siskiyou General Hospital","YREKA","CA",-0122.638077,+0041.724583
372,"South Valley Medical Center","GILROY","CA",-0121.605225,+0037.073277
373,"Stadium Hospital","TULARE","CA",-0119.338448,+0036.221062
374,"Surburban Medical Center","COMPTON","CA",-0118.162292,+0033.884457
375,"Torrance Memorial Medical Center","HERMOSA BEACH","CA",-0118.344238,+0033.811684
376,"Tulare County Health Clinic","TULARE","CA",-0119.342613,+0036.195511
377,"Ukiah General Hospital","TALMAGE","CA",-0123.211945,+0039.146004
378,"Unity Hospital","SAN FRANCISCO","CA",-0122.438866,+0037.784649
379,"Vaca Valley Hospital","VACAVILLE","CA",-0121.951637,+0038.355743
380,"Valley Convalescent Hospital","ALHAMBRA","CA",-0118.149521,+0034.077511
381,"Valley West Convalescent Hospital","WILLIAMS","CA",-0122.156914,+0039.152954
382,"Villa View Hospital","LA MESA","CA",-0117.076691,+0032.750610
383,"Washington Hospital","CULVER CITY","CA",-0118.425629,+0033.997791
384,"West District Health Center","CULVER CITY","CA",-0118.463135,+0034.023071
385,"Western Medical Center","ORANGE","CA",-0117.832825,+0033.754189
386,"Westside Hospital","TAFT","CA",-0119.450951,+0035.139404
387,"Woodruff Community Hospital","LAKEWOOD","CA",-0118.114792,+0033.827797
388,"Booth Memorial Hospital (historical)","DENVER","CO",-0104.919144,+0039.731930
389,"Colorado General Hospital","DENVER","CO",-0104.939140,+0039.730549
390,"Dolores Medical Center","DOLORES","CO",-0108.503151,+0037.474434
391,"Gunnison Valley Hospital","GUNNISON","CO",-0106.925316,+0038.551384
392,"Mercy Hospital","BAKERVILLE","CO",-0105.953072,+0039.742764
393,"Mount San Rafael Hospital","TRINIDAD","CO",-0104.487213,+0037.173347
394,"Pioneer Memorial Hospital","ROCKY FORD","CO",-0103.719673,+0038.044449
395,"Saint Francis Hospital","COLORADO SPRINGS","CO",-0104.809135,+0038.832493
396,"Saint Marys Hospital","FRUITVALE","CO",-0108.563148,+0039.090813
397,"Swedish Hospital","GLENDALE","CO",-0104.980255,+0039.654160
398,"Valley View Hospital","GLENWOOD SPRINGS","CO",-0107.322830,+0039.532200
399,"Avery Hospital","HARTFORD","CT",-0072.705650,+0041.729271
400,"Danbury Hospital","BETHEL","CT",-0073.445953,+0041.403706
401,"Hartford Hospital","EAST HARTFORD","CT",-0072.677864,+0041.754539
402,"Memorial Hospital","MERIDEN","CT",-0072.776764,+0041.505100
403,"Notre Dame Nursing Home","NEW CANAAN","CT",-0073.412628,+0041.133984
404,"Silvermine Hall","CROMWELL","CT",-0072.615646,+0041.557037
405,"Capitol Hill Hospital","REAGAN NATIONAL AIIRPORT","MD",-0076.995522,+0038.892330
406,"City Hospital (historical)","ARLINGTON","MD",-0077.017754,+0038.896500
407,"Eckington Hospital (historical)","TAKOMA PARK","MD",-0076.981361,+0038.921501
408,"Greater Southeast Community Hospital","REAGAN NATIONAL AIIRPORT","MD",-0076.984413,+0038.835945
409,"Kalorama Hospital (historical)","ARLINGTON","MD",-0077.052200,+0038.915939
410,"Providence Hospital","TAKOMA PARK","MD",-0076.991081,+0038.943722
411,"Sibley Memorial Hospital","REAGAN NATIONAL AIIRPORT","MD",-0077.009972,+0038.906502
412,"Washington Hospital Center","ROSSLYN","MD",-0077.014694,+0038.929001
413,"Nanticoke Memorial Hospital","ALLEN","DE",-0075.604370,+0038.641506
414,"Anchorage Alcoholic Medical Center","ARMENA","GA",-0084.256577,+0031.633781
415,"Athens Regional Medical Center","ATHENS","GA",-0083.397942,+0033.961506
416,"Baldwin County Hospital","MILLEDGEVILLE","GA",-0083.245155,+0033.089581
417,"Berrien County Hospital","BERRIEN CO A/P","GA",-0083.238770,+0031.202978
418,"Buford Hospital","BUFORD","GA",-0084.000465,+0034.112038
419,"Candler Hospital","ALABAMA JUNCTION","SC",-0081.092896,+0032.069099
420,"Charter Lake Hospital","MACON","GA",-0083.626007,+0032.839577
421,"Claxton Hospital","DUBLIN","GA",-0082.910973,+0032.538776
422,"Coffee Regional Hospital","DOUGLAS","GA",-0082.863472,+0031.510477
423,"Doctors Hospital","TUCKER","GA",-0084.214096,+0033.847324
424,"Dorminy Memorial Hospital","FITZGERALD","GA",-0083.259880,+0031.697407
425,"Eastern Star Nursing Home","CONLEY","GA",-0084.324364,+0033.631783
426,"Emanuel County Hospital","SWAINSBORO","GA",-0082.347351,+0032.592663
427,"Farber Health Center","REMERTON","GA",-0083.291550,+0030.849922
428,"Georgia Baptist Medical Center","DRUID HILLS","GA",-0084.372986,+0033.762886
429,"Georgia Regional Hospital-Atlanta","CONLEY","GA",-0084.277702,+0033.697048
430,"Gordon County Health Center","SUGAR VALLEY","GA",-0084.959946,+0034.508419
431,"Griffin-Spalding County Health Center","GRIFFIN","GA",-0084.268257,+0033.240395
432,"Hall-Holt Hospital (historical)","BAXLEY","GA",-0082.349564,+0031.776587
433,"Heard County Memorial Hospital","FRANKLIN","GA",-0085.093269,+0033.271507
434,"Houston Medical Center","WARNER ROBINS","GA",-0083.630737,+0032.616535
435,"Humana Hospital-Augusta","EVANS","SC",-0082.094559,+0033.486248
436,"Jasper Memorial Hospital","MONTICELLO","GA",-0083.686287,+0033.314014
437,"Kennestone Hospital","MARIETTA","GA",-0084.551598,+0033.969543
438,"Lynnwood Park Health Center","DUNWOODY","GA",-0084.346031,+0033.887604
439,"McCall Hospital","ROME","GA",-0085.178017,+0034.246765
440,"Memorial Hospital","AUTREYVILLE","GA",-0083.780174,+0031.125748
441,"Middle Georgia Hospital","MACON","GA",-0083.637123,+0032.834576
442,"Newnan Hospital (historical)","NEWNAN","GA",-0084.808830,+0033.373726
443,"North Georgia Medical Center","ELLIJAY","GA",-0084.493538,+0034.678696
444,"Northwest Georgia Primary Health Care Center","TRION","GA",-0085.337456,+0034.490368
445,"Parkway-Peachtree Mental Health Center","CHAMBLEE","GA",-0084.325485,+0033.835384
446,"Pickens General Hospital","JASPER","GA",-0084.413254,+0034.458153
447,"Powell Smith Hospital (historical)","SWAINSBORO","GA",-0082.340675,+0032.593224
448,"Rawlings Sanitarium (historical)","SANDERSVILLE","GA",-0082.812363,+0032.982933
449,"Riverside Clinic","MACON","GA",-0083.626289,+0032.839027
450,"Saint Joseph Hospital","DAHLONEGA","GA",-0083.974907,+0034.523155
451,"Saint Marys Hospital","ATHENS","GA",-0083.388489,+0033.958176
452,"Smith Hospital","COURTHOUSE","GA",-0083.086258,+0031.042145
453,"Southwestern State Hospital","THOMASVILLE","GA",-0083.991837,+0030.811302
454,"Telfair Hospital","ALABAMA JUNCTION","SC",-0081.096222,+0032.064098
455,"Towns County Hospital","HIAWASSEE","NC",-0083.753502,+0034.946480
456,"Upson County Hospital","THOMASTON","GA",-0084.336586,+0032.886803
457,"Washington General Hospital (historical)","WASHINGTON","GA",-0082.739304,+0033.733459
458,"West Central Georgia Regional Hospital","NORTH FORT BENNING","GA",-0084.867432,+0032.492641
459,"Wilhenford Hospital (historical)","NORTH AUGUSTA","SC",-0081.987061,+0033.471527
460,"Woodridge Hospital","CLAYTON","GA",-0083.415169,+0034.883423
461,"Broadlawns Hospital","DES MOINES","IA",-0093.641891,+0041.616928
462,"Evangelical Deaconess Home and Hospital","MARSHALLTOWN","IA",-0092.907982,+0042.049160
463,"Good Samaritan Nursing Home","ESTHERVILLE","MN",-0094.820824,+0043.407459
464,"Lucas County Hospital","CHARITON","IA",-0093.302147,+0041.027779
465,"Mercy Hospital","ASBURY","WI",-0090.674568,+0042.492226
466,"Rosewood Manor Nursing Home","ESTHERVILLE","MN",-0094.815544,+0043.402458
467,"Saint Marys Home","ASBURY","WI",-0090.708458,+0042.516392
468,"Taylor County Home","CONWAY","IA",-0094.672745,+0040.745270
469,"Bingham Memorial Hospital","BLACKFOOT","ID",-0112.343872,+0043.184635
470,"Cassia Memorial Hospital","HEYBURN","ID",-0113.802521,+0042.524349
471,"Franklin County Medical Center","PRESTON","ID",-0111.873283,+0042.097145
472,"Magic Valley Memorial Hospital","TWIN FALLS","ID",-0114.495041,+0042.565472
473,"North Idaho Cancer Treatment Center","COEUR D'ALENE","ID",-0116.791306,+0047.694344
474,"River Crest Hospital","ASOTIN","WA",-0117.021271,+0046.402660
475,"Saint Lukes Hospital","BOISE","ID",-0116.192894,+0043.613220
476,"Abraham Lincoln Memorial Hospital","LINCOLN","IL",-0089.371208,+0040.149761
477,"Anderson Hospital","COLLINSVILLE","IL",-0089.947319,+0038.736988
478,"Bethany Hospital","BERWYN","IL",-0087.712273,+0041.875591
479,"Brokaw Hospital","BLOOMINGTON","IL",-0088.990906,+0040.497814
480,"Chicago Lakeshore Hospital","LAKEVIEW","IL",-0087.650612,+0041.970589
481,"Choate Mental Health and Development Center","ANNA","IL",-0089.242302,+0037.478939
482,"Community Hospital","BATAVIA","IL",-0088.308403,+0041.883358
483,"Copley Hospital","AURORA","IL",-0088.317848,+0041.746700
484,"Culbertson Memorial Hospital","RUSHVILLE","IL",-0090.564568,+0040.118107
485,"Downey Veteran Administration Hospital","GREEN OAKS","IL",-0087.856178,+0042.303913
486,"Englewood Hospital","BRIDGEPORT","IL",-0087.645332,+0041.785034
487,"Forest Hospital","DES PLAINES","IL",-0087.879242,+0042.043091
488,"Freeport Memorial Hospital","FREEPORT","IL",-0089.638443,+0042.295017
489,"Gibson Community Hospital","GIBSON CITY","IL",-0088.369492,+0040.478096
490,"Good Shepherd Hospital","CARY","IL",-0088.173134,+0042.196133
491,"Hal Sanitarium","CHICAGO","IL",-0087.631165,+0041.905315
492,"Henrotin Hospital","CHICAGO","IL",-0087.631996,+0041.900314
493,"Hines Veterans Administration Hospital","BELLWOOD","IL",-0087.838394,+0041.856422
494,"Hyde Park Hospital","BRIDGEPORT","IN",-0087.586983,+0041.789474
495,"Jackson Park Hospital","CHATHAM","IN",-0087.585045,+0041.757534
496,"Katherine Shaw Bethea Hospital","DIXON","IL",-0089.478996,+0041.843922
497,"LaGrange Memorial Hospital","BEDFORD PARK","IL",-0087.886452,+0041.796421
498,"Lightner Hospital","HARRISBURG","IL",-0088.546997,+0037.739491
499,"Loyola University Medical Center","BELLWOOD","IL",-0087.834778,+0041.859470
500,"Martha Washington Hospital","HUMBOLDT PARK","IL",-0087.686996,+0041.955589
501,"McHenry Hospital","BULL VALLEY","IL",-0088.266197,+0042.343353
502,"Memorial Medical Center","WOODSTOCK","IL",-0088.456200,+0042.312244
503,"Mercy Hospital","BRIDGEPORT","IL",-0087.621162,+0041.846973
504,"Michael Reese Developmental Institute and Childhood Development Center","BRIDGEPORT","IL",-0087.605606,+0041.795864
505,"Mount Vernon State Tuberculosis Sanitarium","MOUNT VERNON","IL",-0088.913124,+0038.322269
506,"Northwestern Memorial Hospital - Prentice","CHICAGO","IL",-0087.618660,+0041.895596
507,"Olson Hospital","CHICAGO","IL",-0087.620613,+0041.895313
508,"Perry Memorial Hospital","COAL HOLLOW","IL",-0089.456200,+0041.367260
509,"Ravenswood Hospital","HUMBOLDT PARK","IL",-0087.677277,+0041.964470
510,"Richland Memorial Hospital","OLNEY","IL",-0088.077255,+0038.736721
511,"Roosevelt Memorial Hospital","CHICAGO","IL",-0087.639771,+0041.916706
512,"Saint Annes Hospital","BERWYN","IL",-0087.749229,+0041.901421
513,"Saint Anthonys Memorial Hospital","EFFINGHAM","IL",-0088.550331,+0039.125603
514,"Saint Francis Hospital","LITCHFIELD","IL",-0089.638985,+0039.181438
515,"Saint Johns Hospital","SPRINGFIELD","IL",-0089.645378,+0039.805611
516,"Saint Joseph Memorial Hospital","MURPHYSBORO","IL",-0089.324532,+0037.776718
517,"Saint Lukes Health Care Center","BEARDSTOWN","IL",-0090.424294,+0040.000328
518,"Saint Marys Hospital","AROMA PARK","IL",-0087.871437,+0041.120312
519,"Saint Vincents Hospital","CHICAGO","IL",-0087.631996,+0041.895313
520,"Schmitt Memorial Hospital","BEARDSTOWN","IL",-0090.426788,+0040.006161
521,"Skokie Valley Hospital","EVANSTON","IL",-0087.740623,+0042.055592
522,"Suburban Hospital","BROOKFIELD","IL",-0087.915619,+0041.786140
523,"Tri-County Clinic","UNION CENTER","IL",-0087.996971,+0039.304207
524,"United States Health Public Hospital","HUMBOLDT PARK","IL",-0087.648117,+0041.956699
525,"Walther Hospital","CHICAGO","IL",-0087.707550,+0041.901421
526,"Westlake Community Hospital","BELLWOOD","IL",-0087.849228,+0041.892811
527,"Woodlawn Hospital","BRIDGEPORT","IN",-0087.604767,+0041.784756
528,"Beatty Memorial Hospital","WESTVILLE","IN",-0086.908638,+0041.526154
529,"Community Hospital","INDIANAPOLIS","IN",-0086.076927,+0039.788101
530,"Healthwin Hospital","GEORGETOWN","MI",-0086.267509,+0041.731720
531,"Major Hospital","SHELBYVILLE","IN",-0085.781090,+0039.524769
532,"Methodist Hospital","CROWS NEST","IN",-0086.162201,+0039.789761
533,"Reid Memorial Hospital","RICHMOND","IN",-0084.887459,+0039.845608
534,"Saint Anthonys Hospital","BEVERLY SHORES","IN",-0086.900589,+0041.706429
535,"Saint Josephs Hospital","Bretzville","IN",-0086.957222,+0038.313385
536,"Schneck Hospital","SEYMOUR","IN",-0085.891365,+0038.955883
537,"The Way College of Biblical Research","ADAMS LAKE","IN",-0085.372200,+0041.504768
538,"Axtell Hospital","NEWTON","KS",-0097.341980,+0038.049450
539,"Dwight D Eisenhower Department of Veterans Affairs Medical Center","LANSING","MO",-0094.895241,+0039.278889
540,"Katy Hospital","PARSONS","KS",-0095.283310,+0037.343121
541,"Mount Carmel Hospital","CHICOPEE","KS",-0094.696907,+0037.438660
542,"Providence Hospital","KANSAS CITY KANSAS","MO",-0094.650238,+0039.112225
543,"Saint Joseph Hospital","CONCORDIA","KS",-0097.673653,+0039.565834
544,"Shawnee Mission Hospital","MISSION","MO",-0094.691063,+0038.999176
545,"Wichita Hospital","DOWNTOWN WICHITA","KS",-0097.353653,+0037.684185
546,"Cardinal Hospital","Beaumont Park","KY",-0084.542160,+0038.046745
547,"Frankfort State Hospital","Bon Air Hills","KY",-0084.863274,+0038.195904
548,"Ireland Army Hospital","Dietz Acres","KY",-0085.941902,+0037.900627
549,"Our Lady of Bellefonte Hospital","COAL GROVE","OH",-0082.692383,+0038.508411
550,"Red Cross Hospital","Clarksville","IN",-0085.742180,+0038.227291
551,"Shriners Hospital","Beaumont Park","KY",-0084.473549,+0038.022575
552,"Abbeville General Hospital","ABBEVILLE","LA",-0092.107903,+0029.973536
553,"American Legion Hospital","CROWLEY","LA",-0092.369019,+0030.219093
554,"Baton Rouge Medical Center","DENHAM SPRINGS","LA",-0091.002037,+0030.425470
555,"Bogalusa Mental Health Clinic","BOGALUSA","MS",-0089.871185,+0030.782686
556,"Central Louisiana State Hospital","ALEXANDRIA","LA",-0092.529030,+0031.312962
557,"Charter Meadowview Hospital","LAKE CHARLES","LA",-0093.191261,+0030.179379
558,"De Soto General Hospital","MANSFIELD","LA",-0093.708511,+0032.035442
559,"Earl K Long Memorial Hospital","BATON ROUGE","LA",-0091.131218,+0030.504358
560,"East Louisiana State Hospital Colony Number 6","JACKSON","LA",-0091.208168,+0030.811571
561,"Franklin Parish Hospital","WINNSBORO","LA",-0091.706795,+0032.158764
562,"Greenwell Springs Hospital","WATSON","LA",-0090.992043,+0030.577408
563,"Hood Memorial Hospital","AMITE","LA",-0090.513153,+0030.732685
564,"Humana Hospital Ville Platte","VILLE PLATTE","LA",-0092.282913,+0030.682137
565,"Jo Ellen Smith Medical Center","CHALMETTE","LA",-0090.007011,+0029.934374
566,"Lake Charles Hospital","LAKE CHARLES","LA",-0093.196823,+0030.204645
567,"Louisiana State University Hospital-Shreveport","SHREVEPORT","LA",-0093.761566,+0032.480984
568,"Metairie Hospital","BRIDGE CITY","LA",-0090.142296,+0029.987703
569,"Natchitoches Outpatient Clinic","NATCHITOCHES","LA",-0093.102386,+0031.780443
570,"North Caddo Memorial Hospital","VIVIAN","TX",-0093.988510,+0032.863747
571,"Opelousas Sanitarium (historical)","OPELOUSAS","LA",-0092.081512,+0030.535757
572,"Parkview Medical Clinic","BOGALUSA","MS",-0089.872299,+0030.782127
573,"Prevost Memorial Hospital","DONALDSONVILLE","LA",-0091.002876,+0030.088808
574,"Riverside Medical Center","FRANKLINTON","LA",-0090.152863,+0030.834076
575,"Saint Charles General Hospital","BRIDGE CITY","LA",-0090.095078,+0029.926594
576,"Saint Jude Medical Center","KENNER","LA",-0090.271469,+0030.025763
577,"Seventh Ward Hospital","HAMMOND","LA",-0090.460922,+0030.464912
578,"Southeast Louisiana Hospital","MANDEVILLE","LA",-0090.018135,+0030.352135
579,"Tulane University Medical Center","GRETNA","LA",-0090.077011,+0029.955204
580,"United States Marine Hospital","AVONDALE","LA",-0090.124794,+0029.916876
581,"Welsh General Hospital","ROANOKE","LA",-0092.816536,+0030.228539
582,"Woodland Hills Hospital","BROWNSVILLE-BAWCOM","LA",-0092.195137,+0032.516254
583,"Brookline Hospital (historical)","BROOKLINE","MA",-0071.122276,+0042.323708
584,"Cambridge City Infirmary","BROOKLINE","MA",-0071.148384,+0042.389534
585,"Clinton Hospital","BERLIN","MA",-0071.692574,+0042.427032
586,"Emerson Hospital","CONCORD","MA",-0071.375336,+0042.452316
587,"Gardner State Hospital","ASHBURNHAM","MA",-0071.941193,+0042.580647
588,"Hahnemann Hospital","SHREWSBURY","MA",-0071.790344,+0042.285091
589,"Holy Ghost Hospital","BROOKLINE","MA",-0071.107559,+0042.375656
590,"Lakeville State Hospital","LAKEVILLE","MA",-0070.927551,+0041.875664
591,"Malden Hospital","CHARLESTOWN","MA",-0071.088387,+0042.428707
